booking_id,origin_city,destination_city,cargo_type,delivery_status,priority,distance_km,freight_charge_inr,cargo_weight_kg,cargo_value_inr,is_delayed,is_express,is_long_haul
BK1802931,Solapur,Nagpur,Fmcg Goods,DELAYED,NORMAL,494,12456,7377,77469,1,0,0
BK2674984,Nashik,Nagpur,Fmcg Goods,DELAYED,NORMAL,668,13051,10646,78954,1,0,1
BK6712247,Solapur,Pune,Raw Materials,DELIVERED,EXPRESS,248,9938,2472,30350,0,1,0
BK5752917,Aurangabad,Nashik,Perishables,DELAYED,NORMAL,183,4070,9994,76291,1,0,0
BK9948811,Pune,Kolhapur,Raw Materials,DELIVERED,EXPRESS,228,10587,5424,61775,0,1,0
BK9310068,Aurangabad,Pune,Chemicals,DELIVERED,NORMAL,233,4829,3355,189515,0,0,0
BK3876996,Kolhapur,Nagpur,Perishables,DELAYED,NORMAL,525,14468,11097,69043,1,0,1
BK1336862,Mumbai,Goa,Pharmaceuticals,DELIVERED,EXPRESS,594,21217,1239,239779,0,1,1
BK5885375,Nashik,Mumbai,Textiles,DELAYED,EXPRESS,167,9211,7184,15532,1,1,0
BK2559816,Kolhapur,Solapur,Fmcg Goods,DELIVERED,NORMAL,124,3299,8618,15850,0,0,0
BK5258548,Nagpur,Solapur,Fmcg Goods,DELIVERED,NORMAL,494,11091,5253,31569,0,0,0
BK2736164,Mumbai,Solapur,Perishables,DELIVERED,NORMAL,455,14142,330,76187,0,0,0
BK9432000,Aurangabad,Solapur,Electronics,DELIVERED,EXPRESS,138,8392,3659,260938,0,1,0
BK2239784,Solapur,Aurangabad,Pharmaceuticals,DELIVERED,NORMAL,697,18263,7673,439639,0,0,1
BK5423781,Nashik,Nagpur,Perishables,DELIVERED,NORMAL,668,15714,6958,63196,0,0,1
BK4043821,Pune,Aurangabad,Pharmaceuticals,DELIVERED,NORMAL,233,6936,7752,110856,0,0,0
BK8178338,Kolhapur,Pune,Raw Materials,DELIVERED,NORMAL,228,6527,7146,50954,0,0,0
BK4402290,Nashik,Solapur,Electronics,DELIVERED,NORMAL,397,9737,4387,103730,0,0,0
BK6974374,Pune,Nagpur,Fmcg Goods,IN_TRANSIT,NORMAL,714,19288,9298,76332,0,0,1
BK6411907,Pune,Mumbai,Fmcg Goods,DELAYED,NORMAL,148,3672,11354,83100,1,0,0
BK9405650,Pune,Goa,Fmcg Goods,DELAYED,EXPRESS,453,16518,10765,10244,1,1,0
BK8573392,Pune,Nagpur,Fmcg Goods,IN_TRANSIT,NORMAL,714,14110,7168,87156,0,0,1
BK4766739,Mumbai,Aurangabad,Electronics,DELIVERED,NORMAL,335,8572,3883,208222,0,0,0
BK7381763,Pune,Mumbai,Fmcg Goods,IN_TRANSIT,NORMAL,148,3433,4092,90399,0,0,0
BK3399042,Mumbai,Nagpur,Automobile Parts,DELAYED,NORMAL,834,23247,1742,218616,1,0,1
BK9249299,Mumbai,Goa,Perishables,DELAYED,NORMAL,594,13611,1679,16152,1,0,1
BK8717561,Mumbai,Solapur,Automobile Parts,DELAYED,NORMAL,455,11719,11407,56837,1,0,0
BK2339792,Mumbai,Kolhapur,Textiles,DELIVERED,NORMAL,373,8738,1172,43408,0,0,0
BK2670901,Nashik,Nagpur,Automobile Parts,DELAYED,NORMAL,668,20917,6228,66340,1,0,1
BK5570386,Nashik,Kolhapur,Raw Materials,DELAYED,NORMAL,152,3014,11234,70680,1,0,0
BK9766084,Mumbai,Nagpur,Automobile Parts,BOOKED,NORMAL,834,21869,1282,264633,0,0,1
BK2202901,Solapur,Nagpur,Raw Materials,BOOKED,NORMAL,494,9722,8805,13799,0,0,0
BK8444639,Mumbai,Goa,Fmcg Goods,DELAYED,NORMAL,594,15591,10757,34591,1,0,1
BK8671530,Kolhapur,Goa,Automobile Parts,DELIVERED,EXPRESS,123,8101,3478,118804,0,1,0
BK4979539,Goa,Solapur,Perishables,DELAYED,EXPRESS,523,17996,3485,36298,1,1,1
BK8224400,Mumbai,Kolhapur,Fmcg Goods,DELAYED,NORMAL,373,9857,1137,24886,1,0,0
BK8711923,Solapur,Nagpur,Fmcg Goods,CANCELLED,NORMAL,494,12266,10942,73155,0,0,0
BK8361129,Nagpur,Mumbai,Textiles,DELAYED,NORMAL,834,16485,5682,148179,1,0,1
BK6030277,Nagpur,Pune,Perishables,DELIVERED,NORMAL,714,15975,8914,5612,0,0,1
BK7100419,Solapur,Nagpur,Electronics,BOOKED,NORMAL,494,10553,2553,303808,0,0,0
BK5459125,Nashik,Mumbai,Machinery,DELIVERED,NORMAL,167,4116,7702,740270,0,0,0
BK3009239,Pune,Goa,Perishables,DELAYED,NORMAL,453,10204,2955,53509,1,0,0
BK4297000,Goa,Solapur,Automobile Parts,DELAYED,EXPRESS,560,18848,875,60029,1,1,1
BK4354835,Aurangabad,Goa,Fmcg Goods,DELIVERED,NORMAL,789,14955,6245,55020,0,0,1
BK4381806,Pune,Goa,Fmcg Goods,DELIVERED,EXPRESS,453,18382,865,62908,0,1,0
BK7398800,Nashik,Kolhapur,Pharmaceuticals,DELIVERED,NORMAL,132,2821,9640,708848,0,0,0
BK5555518,Mumbai,Pune,Perishables,DELAYED,NORMAL,148,3404,5128,70993,1,0,0
BK5410664,Nagpur,Solapur,Raw Materials,DELIVERED,NORMAL,494,13441,3036,8606,0,0,0
BK8562519,Goa,Solapur,Perishables,DELIVERED,NORMAL,179,4844,4704,65586,0,0,0
BK5315430,Mumbai,Nashik,Electronics,DELIVERED,NORMAL,167,4407,5271,337672,0,0,0
BK6822521,Solapur,Kolhapur,Automobile Parts,DELIVERED,NORMAL,282,9019,3620,38768,0,0,0
BK8502400,Aurangabad,Kolhapur,Fmcg Goods,CANCELLED,NORMAL,393,10165,9854,25097,0,0,0
BK9528209,Kolhapur,Pune,Raw Materials,DELIVERED,NORMAL,228,6362,4656,56260,0,0,0
BK2539706,Mumbai,Nashik,Fmcg Goods,BOOKED,NORMAL,167,5159,9916,59827,0,0,0
BK1269451,Mumbai,Pune,Automobile Parts,DELIVERED,NORMAL,148,3469,1332,281850,0,0,0
BK9858232,Mumbai,Solapur,Automobile Parts,BOOKED,NORMAL,455,8679,1093,195963,0,0,0
BK5161632,Mumbai,Nashik,Textiles,IN_TRANSIT,NORMAL,167,3529,9653,120298,0,0,0
BK4718982,Aurangabad,Nashik,Perishables,DELIVERED,NORMAL,183,4910,7297,26760,0,0,0
BK8434965,Pune,Kolhapur,Textiles,DELAYED,NORMAL,228,5839,6515,18292,1,0,0
BK5841256,Nashik,Solapur,Chemicals,DELAYED,NORMAL,695,16767,4050,64528,1,0,1
BK3713147,Mumbai,Goa,Electronics,DELAYED,NORMAL,594,18131,4885,363070,1,0,1
BK8362696,Pune,Nagpur,Fmcg Goods,DELIVERED,NORMAL,714,15508,7556,51488,0,0,1
BK5421177,Mumbai,Nagpur,Perishables,DELAYED,NORMAL,834,20020,6803,23532,1,0,1
BK3031857,Solapur,Goa,Automobile Parts,DELIVERED,EXPRESS,426,14803,7363,288372,0,1,0
BK2153582,Nashik,Nagpur,Electronics,DELIVERED,EXPRESS,668,20224,11022,403588,0,1,1
BK7708653,Mumbai,Goa,Fmcg Goods,DELAYED,NORMAL,594,10710,7585,22897,1,0,1
BK4100038,Mumbai,Nashik,Pharmaceuticals,DELIVERED,NORMAL,167,4179,8313,267776,0,0,0
BK9771160,Pune,Nashik,Electronics,BOOKED,EXPRESS,211,10235,3808,252360,0,1,0
BK9248548,Pune,Nagpur,Fmcg Goods,BOOKED,EXPRESS,714,19479,847,55183,0,1,1
BK1168105,Nashik,Solapur,Raw Materials,IN_TRANSIT,NORMAL,452,11222,9993,15758,0,0,0
BK6403258,Pune,Kolhapur,Perishables,DELIVERED,NORMAL,228,4402,9896,23816,0,0,0
BK2612284,Pune,Nagpur,Fmcg Goods,DELAYED,EXPRESS,714,18833,10066,20196,1,1,1
BK4162147,Goa,Pune,Raw Materials,DELIVERED,NORMAL,453,10810,1909,48340,0,0,0
BK4244488,Nagpur,Pune,Perishables,DELIVERED,NORMAL,714,18285,8527,46487,0,0,1
BK1431663,Mumbai,Nashik,Electronics,DELAYED,EXPRESS,167,8381,3832,200608,1,1,0
BK6992857,Kolhapur,Pune,Fmcg Goods,IN_TRANSIT,NORMAL,228,5154,6207,82013,0,0,0
BK2317960,Aurangabad,Solapur,Fmcg Goods,DELIVERED,EXPRESS,206,11123,7717,37662,0,1,0
BK8010515,Aurangabad,Nagpur,Machinery,BOOKED,NORMAL,503,14664,11698,253580,0,0,1
BK9291407,Mumbai,Kolhapur,Perishables,DELAYED,NORMAL,373,11461,9224,32591,1,0,0
BK9676983,Pune,Goa,Perishables,DELAYED,NORMAL,453,12093,11785,60585,1,0,0
BK7267784,Nashik,Aurangabad,Perishables,DELAYED,NORMAL,183,5505,5026,51378,1,0,0
BK8476545,Kolhapur,Nashik,Automobile Parts,BOOKED,NORMAL,404,7911,2967,60729,0,0,0
BK3987357,Mumbai,Pune,Fmcg Goods,DELIVERED,NORMAL,148,3266,1863,92309,0,0,0
BK7063072,Pune,Solapur,Pharmaceuticals,DELIVERED,NORMAL,248,5723,3610,480423,0,0,0
BK6875112,Pune,Nagpur,Automobile Parts,CANCELLED,NORMAL,714,12861,3129,177909,0,0,1
BK3199897,Solapur,Nagpur,Pharmaceuticals,DELIVERED,NORMAL,494,10353,8633,783555,0,0,0
BK9068119,Kolhapur,Goa,Chemicals,DELIVERED,EXPRESS,251,11899,3351,75130,0,1,0
BK8195842,Mumbai,Solapur,Textiles,CANCELLED,NORMAL,455,12970,10147,77743,0,0,0
BK4542572,Nagpur,Pune,Perishables,DELAYED,EXPRESS,714,21537,276,36110,1,1,1
BK2708261,Nashik,Kolhapur,Raw Materials,DELIVERED,NORMAL,289,7464,4319,46163,0,0,0
BK5877829,Kolhapur,Mumbai,Automobile Parts,DELAYED,NORMAL,373,7742,4012,97839,1,0,0
BK8393638,Mumbai,Pune,Automobile Parts,DELIVERED,EXPRESS,148,9031,4264,271614,0,1,0
BK9927018,Goa,Nagpur,Textiles,DELIVERED,NORMAL,363,10874,2788,59282,0,0,0
BK4456311,Nashik,Mumbai,Raw Materials,DELIVERED,NORMAL,167,3443,2881,67647,0,0,0
BK8043136,Nashik,Nagpur,Perishables,DELAYED,EXPRESS,668,22354,11466,36172,1,1,1
BK9407132,Nagpur,Solapur,Fmcg Goods,CANCELLED,NORMAL,494,14895,9668,70815,0,0,0
BK3296808,Nashik,Nagpur,Automobile Parts,DELIVERED,NORMAL,668,19184,11250,299658,0,0,1
BK3110576,Mumbai,Aurangabad,Perishables,IN_TRANSIT,NORMAL,335,6754,10189,29349,0,0,0
BK2922161,Solapur,Aurangabad,Pharmaceuticals,DELIVERED,NORMAL,117,3594,10342,269578,0,0,0
BK7346902,Solapur,Pune,Automobile Parts,DELIVERED,NORMAL,248,7282,4834,192940,0,0,0
BK4994484,Aurangabad,Nashik,Textiles,BOOKED,NORMAL,183,3524,1364,93447,0,0,0
BK6192695,Aurangabad,Mumbai,Automobile Parts,DELIVERED,NORMAL,335,10238,953,111579,0,0,0
BK2750021,Nagpur,Pune,Perishables,DELAYED,NORMAL,714,16033,11315,70039,1,0,1
BK8520296,Mumbai,Kolhapur,Fmcg Goods,DELIVERED,NORMAL,373,11794,3714,86589,0,0,0
BK4465297,Nashik,Solapur,Chemicals,BOOKED,NORMAL,353,6873,6197,182516,0,0,0
BK7740855,Pune,Kolhapur,Electronics,CANCELLED,NORMAL,228,4699,5450,448479,0,0,0
BK4754873,Nashik,Nagpur,Pharmaceuticals,DELIVERED,NORMAL,668,17567,8887,716383,0,0,1
BK7312456,Aurangabad,Goa,Perishables,DELAYED,NORMAL,666,20948,3909,10242,1,0,1
BK1515012,Nashik,Mumbai,Fmcg Goods,IN_TRANSIT,NORMAL,167,4347,4741,98681,0,0,0
BK4621785,Kolhapur,Aurangabad,Fmcg Goods,DELIVERED,NORMAL,393,11870,8670,84001,0,0,0
BK9279455,Mumbai,Solapur,Pharmaceuticals,DELIVERED,NORMAL,455,14121,1190,299051,0,0,0
BK1333978,Pune,Solapur,Electronics,DELIVERED,NORMAL,248,6537,2622,161941,0,0,0
BK8958739,Nagpur,Nashik,Perishables,DELIVERED,NORMAL,668,16694,1540,52330,0,0,1
BK7832450,Aurangabad,Pune,Textiles,DELIVERED,NORMAL,233,4494,11264,69555,0,0,0
BK5861449,Pune,Nashik,Pharmaceuticals,DELIVERED,NORMAL,211,6736,7469,436014,0,0,0
BK2052853,Aurangabad,Nashik,Pharmaceuticals,DELIVERED,NORMAL,183,3644,3210,299723,0,0,0
BK6359137,Solapur,Aurangabad,Perishables,DELAYED,NORMAL,598,13213,9226,11668,1,0,1
BK7136250,Solapur,Nagpur,Chemicals,DELIVERED,NORMAL,494,13491,4384,33701,0,0,0
BK5128537,Goa,Kolhapur,Perishables,DELIVERED,NORMAL,753,17706,6799,64038,0,0,1
BK6881154,Nashik,Aurangabad,Pharmaceuticals,DELIVERED,NORMAL,183,5345,1410,791953,0,0,0
BK4925196,Nashik,Mumbai,Pharmaceuticals,DELIVERED,NORMAL,167,3428,8044,528572,0,0,0
BK9930651,Pune,Aurangabad,Pharmaceuticals,DELIVERED,NORMAL,233,7345,9861,356937,0,0,0
BK4556510,Pune,Aurangabad,Automobile Parts,IN_TRANSIT,EXPRESS,233,11238,8369,177137,0,1,0
BK9769010,Nashik,Mumbai,Chemicals,DELAYED,NORMAL,167,3852,3678,30799,1,0,0
BK6709587,Pune,Aurangabad,Textiles,DELAYED,NORMAL,233,7410,9338,50565,1,0,0
BK2500209,Mumbai,Nashik,Fmcg Goods,DELAYED,NORMAL,167,3762,3038,62608,1,0,0
BK9767751,Solapur,Nagpur,Raw Materials,DELIVERED,NORMAL,494,12625,3464,25849,0,0,0
BK4266564,Nagpur,Mumbai,Perishables,DELIVERED,NORMAL,834,17173,7866,78654,0,0,1
BK7923369,Aurangabad,Kolhapur,Electronics,IN_TRANSIT,NORMAL,393,10592,9178,270950,0,0,0
BK3799521,Pune,Goa,Pharmaceuticals,DELIVERED,EXPRESS,453,14660,7175,625591,0,1,0
BK4221775,Nashik,Aurangabad,Fmcg Goods,DELAYED,NORMAL,183,5323,8163,10448,1,0,0
BK2748110,Nagpur,Solapur,Perishables,DELAYED,EXPRESS,494,19555,7726,17892,1,1,0
BK7746627,Solapur,Mumbai,Fmcg Goods,BOOKED,NORMAL,455,9897,6290,67613,0,0,0
BK9927846,Kolhapur,Mumbai,Machinery,DELAYED,NORMAL,373,11857,2409,412037,1,0,0
BK4287264,Kolhapur,Solapur,Raw Materials,DELAYED,NORMAL,381,10888,6633,34188,1,0,0
BK6970074,Mumbai,Nashik,Automobile Parts,DELAYED,NORMAL,167,3296,1833,288652,1,0,0
BK5378513,Nashik,Kolhapur,Fmcg Goods,DELAYED,NORMAL,121,2378,8834,83041,1,0,0
BK9457653,Pune,Nashik,Chemicals,DELAYED,EXPRESS,211,10780,9073,166588,1,1,0
BK6948837,Aurangabad,Goa,Fmcg Goods,IN_TRANSIT,NORMAL,509,12639,11540,81143,0,0,1
BK7123614,Nagpur,Kolhapur,Chemicals,DELIVERED,NORMAL,583,12702,3362,36200,0,0,1
BK3875118,Goa,Kolhapur,Textiles,DELIVERED,NORMAL,232,6311,5034,45480,0,0,0
BK4239948,Pune,Kolhapur,Chemicals,DELIVERED,NORMAL,228,5540,1407,168349,0,0,0
BK1109091,Solapur,Goa,Perishables,DELAYED,NORMAL,566,15655,10496,14096,1,0,1
BK1540830,Solapur,Nagpur,Perishables,DELIVERED,NORMAL,494,13462,7493,43526,0,0,0
BK8510917,Pune,Nashik,Fmcg Goods,DELAYED,EXPRESS,211,8956,9192,23276,1,1,0
BK1919070,Goa,Aurangabad,Perishables,BOOKED,NORMAL,135,3650,3195,11541,0,0,0
BK8328593,Pune,Nagpur,Perishables,DELAYED,NORMAL,714,17887,313,43747,1,0,1
BK5726716,Aurangabad,Mumbai,Fmcg Goods,DELIVERED,NORMAL,335,6215,3360,81274,0,0,0
BK4651004,Pune,Kolhapur,Electronics,DELIVERED,NORMAL,228,6107,5114,125644,0,0,0
BK3837924,Pune,Nashik,Chemicals,DELIVERED,NORMAL,211,6206,8431,70125,0,0,0
BK6599141,Mumbai,Kolhapur,Electronics,DELAYED,NORMAL,373,7230,7607,324658,1,0,0
BK1828493,Mumbai,Goa,Raw Materials,DELAYED,EXPRESS,594,18098,10550,76021,1,1,1
BK6695093,Pune,Goa,Raw Materials,DELIVERED,NORMAL,453,10598,4021,60946,0,0,0
BK6874209,Nagpur,Kolhapur,Fmcg Goods,CANCELLED,NORMAL,258,4822,9780,99387,0,0,0
BK7177721,Solapur,Pune,Machinery,DELIVERED,NORMAL,248,6209,6640,187500,0,0,0
BK4125022,Mumbai,Nagpur,Machinery,DELAYED,NORMAL,834,23301,5430,965890,1,0,1
BK1594252,Nagpur,Goa,Textiles,DELAYED,NORMAL,670,12340,3757,79425,1,0,1
BK2877730,Solapur,Pune,Automobile Parts,DELAYED,EXPRESS,248,11034,9042,170334,1,1,0
BK3369248,Pune,Nashik,Raw Materials,DELAYED,NORMAL,211,6498,1824,22079,1,0,0
BK8804891,Mumbai,Aurangabad,Electronics,DELAYED,EXPRESS,335,11076,11166,139134,1,1,0
BK5781803,Aurangabad,Pune,Pharmaceuticals,DELAYED,EXPRESS,233,9826,9800,179331,1,1,0
BK2701757,Mumbai,Nagpur,Fmcg Goods,DELAYED,NORMAL,834,15908,1063,75157,1,0,1
BK1937801,Mumbai,Solapur,Fmcg Goods,IN_TRANSIT,NORMAL,455,10769,515,39704,0,0,0
BK4319500,Aurangabad,Goa,Machinery,DELAYED,NORMAL,630,17753,5922,459423,1,0,1
BK2395960,Mumbai,Nagpur,Perishables,DELAYED,NORMAL,834,19859,5742,62541,1,0,1
BK9362689,Pune,Mumbai,Pharmaceuticals,DELIVERED,NORMAL,148,4009,4629,771821,0,0,0
BK5137872,Aurangabad,Solapur,Electronics,IN_TRANSIT,NORMAL,227,6664,6983,308777,0,0,0
BK6452612,Aurangabad,Goa,Electronics,DELIVERED,NORMAL,312,6772,6670,319722,0,0,0
BK6366641,Pune,Kolhapur,Fmcg Goods,IN_TRANSIT,EXPRESS,228,10951,6542,72849,0,1,0
BK7269131,Pune,Nagpur,Automobile Parts,DELIVERED,NORMAL,714,17524,5671,269057,0,0,1
BK2160826,Pune,Goa,Machinery,DELAYED,NORMAL,453,9886,6665,130983,1,0,0
BK5829579,Nagpur,Mumbai,Raw Materials,DELIVERED,NORMAL,834,21568,9896,26601,0,0,1
BK4285050,Nagpur,Nashik,Textiles,DELIVERED,EXPRESS,668,19950,2249,60516,0,1,1
BK5370211,Mumbai,Nashik,Textiles,DELAYED,NORMAL,167,4989,8228,48303,1,0,0
BK7470398,Pune,Goa,Textiles,BOOKED,NORMAL,453,9399,8086,54866,0,0,0
BK5758371,Mumbai,Aurangabad,Fmcg Goods,IN_TRANSIT,NORMAL,335,10091,10961,93280,0,0,0
BK1452006,Mumbai,Pune,Perishables,DELAYED,NORMAL,148,4608,6030,26329,1,0,0
BK7050594,Kolhapur,Nashik,Electronics,DELIVERED,NORMAL,245,6997,5372,325431,0,0,0
BK4569152,Pune,Mumbai,Textiles,DELIVERED,NORMAL,148,4101,11222,93236,0,0,0
BK6657705,Solapur,Kolhapur,Textiles,IN_TRANSIT,NORMAL,708,16775,6772,146757,0,0,1
BK6696569,Aurangabad,Solapur,Pharmaceuticals,DELIVERED,EXPRESS,527,19794,2090,345990,0,1,1
BK5694134,Aurangabad,Pune,Fmcg Goods,DELAYED,EXPRESS,233,11368,11509,56990,1,1,0
BK9699389,Goa,Aurangabad,Pharmaceuticals,DELIVERED,NORMAL,122,2687,6210,674651,0,0,0
BK5068975,Mumbai,Solapur,Perishables,DELIVERED,NORMAL,455,14453,873,58373,0,0,0
BK4787171,Pune,Aurangabad,Electronics,DELAYED,NORMAL,233,7124,1716,58751,1,0,0
BK7163002,Aurangabad,Mumbai,Machinery,BOOKED,NORMAL,335,6744,11042,976925,0,0,0
BK4909148,Aurangabad,Kolhapur,Fmcg Goods,DELIVERED,NORMAL,393,7748,4599,92276,0,0,0
BK1798105,Pune,Goa,Perishables,DELAYED,EXPRESS,453,17397,9694,21217,1,1,0
BK3380352,Pune,Goa,Chemicals,DELIVERED,NORMAL,453,13714,7101,138177,0,0,0
BK8815301,Mumbai,Aurangabad,Chemicals,DELAYED,NORMAL,335,6937,6785,85231,1,0,0
BK8806981,Nagpur,Mumbai,Automobile Parts,BOOKED,NORMAL,834,26291,9425,174775,0,0,1
BK2357655,Mumbai,Nagpur,Textiles,CANCELLED,NORMAL,834,22336,9962,45333,0,0,1
BK3656187,Goa,Mumbai,Fmcg Goods,DELIVERED,NORMAL,594,11824,4810,61919,0,0,1
BK6704278,Mumbai,Kolhapur,Automobile Parts,DELIVERED,NORMAL,373,7089,6705,183591,0,0,0
BK8030097,Pune,Nashik,Automobile Parts,CANCELLED,NORMAL,211,5777,3971,67277,0,0,0
BK3803886,Pune,Kolhapur,Perishables,DELIVERED,NORMAL,228,4107,3705,8742,0,0,0
BK9984932,Mumbai,Nagpur,Electronics,DELAYED,NORMAL,834,16820,8037,152528,1,0,1
BK8079740,Goa,Nagpur,Perishables,DELAYED,NORMAL,328,9247,1147,5802,1,0,0
BK9211715,Mumbai,Kolhapur,Fmcg Goods,BOOKED,NORMAL,373,8554,4538,92143,0,0,0
BK2831079,Kolhapur,Goa,Automobile Parts,DELAYED,EXPRESS,230,10360,1855,38506,1,1,0
BK8979963,Pune,Nashik,Fmcg Goods,DELAYED,EXPRESS,211,9149,4016,92964,1,1,0
BK6032313,Mumbai,Nagpur,Automobile Parts,DELAYED,NORMAL,834,22586,8081,282062,1,0,1
BK2259863,Nagpur,Nashik,Electronics,DELIVERED,NORMAL,668,17417,4315,210033,0,0,1
BK5805326,Nashik,Mumbai,Automobile Parts,DELIVERED,NORMAL,167,3180,10811,189883,0,0,0
BK5887244,Aurangabad,Goa,Pharmaceuticals,DELIVERED,NORMAL,611,12882,9452,310347,0,0,1
BK5822048,Pune,Nashik,Perishables,DELIVERED,NORMAL,211,4112,7214,59947,0,0,0
BK2618078,Mumbai,Aurangabad,Machinery,BOOKED,NORMAL,335,7066,1753,376949,0,0,0
BK6485204,Mumbai,Nashik,Fmcg Goods,DELIVERED,NORMAL,167,3174,11188,13446,0,0,0
BK9917915,Nagpur,Mumbai,Raw Materials,DELAYED,NORMAL,834,18026,3348,68893,1,0,1
BK7893468,Mumbai,Nagpur,Textiles,IN_TRANSIT,NORMAL,834,22427,11862,62510,0,0,1
BK9178942,Pune,Goa,Raw Materials,DELIVERED,EXPRESS,453,15347,4245,28734,0,1,0
BK3664815,Mumbai,Solapur,Fmcg Goods,CANCELLED,NORMAL,455,9493,638,19238,0,0,0
BK7028501,Mumbai,Aurangabad,Chemicals,CANCELLED,NORMAL,335,7508,11602,24567,0,0,0
BK7287532,Pune,Nagpur,Fmcg Goods,DELAYED,NORMAL,714,15011,4637,54783,1,0,1
BK6027472,Pune,Nashik,Fmcg Goods,DELAYED,EXPRESS,211,9780,5890,81308,1,1,0
BK8264357,Nashik,Goa,Textiles,DELAYED,NORMAL,264,5383,7303,68714,1,0,0
BK4311042,Mumbai,Kolhapur,Electronics,CANCELLED,NORMAL,373,9532,10031,64548,0,0,0
BK1041744,Kolhapur,Goa,Raw Materials,DELAYED,NORMAL,394,10221,3219,27113,1,0,0
BK1150348,Pune,Nagpur,Electronics,BOOKED,EXPRESS,714,19120,4691,407141,0,1,1
BK6332798,Pune,Solapur,Electronics,CANCELLED,NORMAL,248,4532,4632,404156,0,0,0
BK9252928,Nagpur,Goa,Automobile Parts,DELIVERED,NORMAL,255,5946,7251,93574,0,0,0
BK1300406,Nagpur,Goa,Electronics,DELIVERED,NORMAL,702,12788,3337,167473,0,0,1
BK4853963,Mumbai,Solapur,Textiles,DELIVERED,NORMAL,455,8203,11613,40188,0,0,0
BK2101764,Mumbai,Goa,Textiles,DELAYED,NORMAL,594,17290,11292,55236,1,0,1
BK7383834,Nashik,Pune,Machinery,BOOKED,EXPRESS,211,9089,346,596431,0,1,0
BK9625696,Aurangabad,Nagpur,Chemicals,DELAYED,EXPRESS,503,19169,10553,37694,1,1,1
BK5679391,Pune,Goa,Automobile Parts,DELIVERED,NORMAL,453,8804,3371,179679,0,0,0
BK1374972,Kolhapur,Nagpur,Electronics,DELIVERED,NORMAL,334,10438,4805,100153,0,0,0
BK9857457,Goa,Mumbai,Automobile Parts,DELAYED,NORMAL,594,11758,7699,216742,1,0,1
BK4274509,Kolhapur,Goa,Perishables,DELAYED,NORMAL,429,8057,6625,38223,1,0,0
BK4586125,Nagpur,Pune,Perishables,DELAYED,NORMAL,714,19393,7636,60891,1,0,1
BK9688851,Pune,Goa,Pharmaceuticals,DELIVERED,NORMAL,453,10201,10537,457611,0,0,0
BK8820514,Aurangabad,Nagpur,Fmcg Goods,DELIVERED,NORMAL,503,12689,5574,54272,0,0,1
BK4821078,Pune,Aurangabad,Fmcg Goods,DELAYED,NORMAL,233,5123,3404,43356,1,0,0
BK4701560,Aurangabad,Mumbai,Raw Materials,DELIVERED,EXPRESS,335,14441,2312,51992,0,1,0
BK8627965,Nashik,Solapur,Perishables,DELIVERED,NORMAL,530,14407,5644,7340,0,0,1
BK8388399,Nashik,Goa,Perishables,DELIVERED,NORMAL,617,13200,2773,35172,0,0,1
BK2448147,Solapur,Aurangabad,Raw Materials,DELAYED,NORMAL,799,24817,4113,65718,1,0,1
BK5184555,Nashik,Pune,Automobile Parts,DELIVERED,NORMAL,211,6592,160,61795,0,0,0
BK2798381,Pune,Nagpur,Perishables,DELAYED,NORMAL,714,20964,10802,16798,1,0,1
BK2189222,Kolhapur,Nashik,Raw Materials,DELAYED,NORMAL,694,15679,738,22767,1,0,1
BK1614778,Nashik,Nagpur,Fmcg Goods,DELAYED,NORMAL,668,15476,8081,77252,1,0,1
BK2968868,Nagpur,Solapur,Perishables,DELIVERED,NORMAL,494,15693,7496,69443,0,0,0
BK2676112,Pune,Solapur,Electronics,DELIVERED,NORMAL,248,5785,3633,345513,0,0,0
BK9393169,Mumbai,Nashik,Raw Materials,DELIVERED,NORMAL,167,3713,7152,9482,0,0,0
BK7877849,Mumbai,Nashik,Raw Materials,DELIVERED,NORMAL,167,4419,1233,70560,0,0,0
BK2631490,Nagpur,Kolhapur,Textiles,CANCELLED,NORMAL,583,13876,8442,91775,0,0,1
BK1551599,Nashik,Kolhapur,Perishables,DELAYED,NORMAL,250,6303,8472,48316,1,0,0
BK2042858,Nagpur,Pune,Raw Materials,IN_TRANSIT,NORMAL,714,15372,2730,20542,0,0,1
BK9939294,Aurangabad,Goa,Pharmaceuticals,DELIVERED,EXPRESS,280,10951,3753,322661,0,1,0
BK6963671,Kolhapur,Solapur,Automobile Parts,IN_TRANSIT,NORMAL,700,21864,6017,200959,0,0,1
BK8894082,Goa,Solapur,Pharmaceuticals,DELIVERED,NORMAL,709,13079,662,105549,0,0,1
BK5912983,Nagpur,Kolhapur,Pharmaceuticals,DELIVERED,NORMAL,495,8931,8166,718993,0,0,0
BK5856929,Nashik,Solapur,Pharmaceuticals,DELIVERED,NORMAL,619,14111,6746,168127,0,0,1
BK5033770,Pune,Aurangabad,Fmcg Goods,DELIVERED,NORMAL,233,5690,9894,73229,0,0,0
BK8999281,Nashik,Mumbai,Fmcg Goods,DELIVERED,NORMAL,167,5070,1386,35902,0,0,0
BK1380146,Mumbai,Pune,Electronics,DELIVERED,NORMAL,148,2664,4685,317731,0,0,0
BK4026426,Nagpur,Mumbai,Perishables,DELAYED,NORMAL,834,17371,4831,64077,1,0,1
